Company Account,Merchant Account,Psp Reference,Merchant Reference,Payment Method,Booking Date,TimeZone,Main Currency,Main Amount,Record Type,Payment Currency,Received (PC),Authorised (PC),Captured (PC),Settlement Currency,Payable (SC),Commission (SC),Markup (SC),Scheme Fees (SC),Interchange (SC),Processing Fee Currency,Processing Fee (FC),User Name,Payment Method Variant,Modification Merchant Reference,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,AffiniPayLLCMP1,M4K34H6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-7D69EOKxNik8JAlUxFksKD,amex,2024-06-09 17:50:12,PDT,USD,20.80,Authorised,USD,-20.80,20.80,,,,,,,,,,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WQ9PSH9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0bKJxVgGsQc1c6QOh39wGo,amex,2024-06-09 17:50:12,PDT,USD,20.80,Received,USD,20.80,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,DQXV6QNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-3TwNIheaTwZxFeQTWilxZz,amex,2024-06-09 17:50:13,PDT,USD,20.80,Received,USD,20.80,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WQ9PSH9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0bKJxVgGsQc1c6QOh39wGo,amex,2024-06-09 17:50:13,PDT,USD,20.80,Authorised,USD,-20.80,20.80,,,,,,,,,,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,DQXV6QNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-3TwNIheaTwZxFeQTWilxZz,amex,2024-06-09 17:50:14,PDT,USD,20.80,Authorised,USD,-20.80,20.80,,,,,,,,,,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GR3Z4H6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2v9OY1f18eDwyGVRxAVOR5,amex,2024-06-09 17:50:15,PDT,USD,20.80,Received,USD,20.80,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GR3Z4H6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2v9OY1f18eDwyGVRxAVOR5,amex,2024-06-09 17:50:15,PDT,USD,20.80,Authorised,USD,-20.80,20.80,,,,,,,,,,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,PK4L7QNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6GCz7rmalEPvJm7Rrpe3CM,visa,2024-06-09 17:50:16,PDT,USD,20.80,Authorised,USD,-20.80,20.80,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,PK4L7QNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6GCz7rmalEPvJm7Rrpe3CM,visa,2024-06-09 17:50:16,PDT,USD,20.80,Received,USD,20.80,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,HQ9HHT5LPLC52VT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-4eu2FmwegZUXGnIinfbVBt,amex,2024-06-09 17:50:17,PDT,USD,20.80,Authorised,USD,-20.80,20.80,,,,,,,,,,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,HQ9HHT5LPLC52VT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-4eu2FmwegZUXGnIinfbVBt,amex,2024-06-09 17:50:17,PDT,USD,20.80,Received,USD,20.80,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WPV3V47NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-4sU513D5qZCh20oSV197pg,visa,2024-06-09 17:50:29,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,J5GN33XC6P5SHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6TW1S0rypjqEsODSozidLI,visa,2024-06-09 17:50:30,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,J5GN33XC6P5SHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6TW1S0rypjqEsODSozidLI,visa,2024-06-09 17:50:30,PDT,USD,20.01,Refused,USD,-20.01,,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,WPV3V47NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-4sU513D5qZCh20oSV197pg,visa,2024-06-09 17:50:30,PDT,USD,20.01,Refused,USD,-20.01,,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,DNFNJT2B26252VT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0pyAfC6nmUYEVUCAGjiWcp,unknowncard,2024-06-09 17:50:31,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,,,ws@Company.AffiniPayLLC,unknowncard,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,DNFNJT2B26252VT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0pyAfC6nmUYEVUCAGjiWcp,unknowncard,2024-06-09 17:50:31,PDT,USD,20.01,Refused,USD,-20.01,,,,,,,,,,,ws@Company.AffiniPayLLC,unknowncard,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,H8NVZ2T3H8SRHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-7kHlSoEo9acPb13i5Xqndx,unknowncard,2024-06-09 17:50:31,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,,,ws@Company.AffiniPayLLC,unknowncard,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,H8NVZ2T3H8SRHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-7kHlSoEo9acPb13i5Xqndx,unknowncard,2024-06-09 17:50:31,PDT,USD,20.01,Refused,USD,-20.01,,,,,,,,,,,ws@Company.AffiniPayLLC,unknowncard,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,NK5M8H6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-5h9J4aXYj6rsDYB9oCZ1Vl,visa,2024-06-09 17:50:31,PDT,USD,21.00,Received,USD,21.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,NK5M8H6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-5h9J4aXYj6rsDYB9oCZ1Vl,visa,2024-06-09 17:50:32,PDT,USD,21.00,Authorised,USD,-21.00,21.00,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,CR8HZH9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-7a70C334B8lh8DjARXl3L1,visa,2024-06-09 17:50:33,PDT,USD,21.00,Received,USD,21.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,CR8HZH9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-7a70C334B8lh8DjARXl3L1,visa,2024-06-09 17:50:33,PDT,USD,21.00,Authorised,USD,-21.00,21.00,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,STR7W47NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0rm54NpJwpWdWssEGt4FW2,visa,2024-06-09 17:50:34,PDT,USD,21.00,Received,USD,21.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visa,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,STR7W47NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0rm54NpJwpWdWssEGt4FW2,visa,2024-06-09 17:50:35,PDT,USD,21.00,Authorised,USD,-21.00,21.00,,,,,,,,,,ws@Company.AffiniPayLLC,visa,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,DPNVWLXSDNBZWST5,5SfsP0JPDOfXbeLS1nOBG0-4DjHpm3b1uNODkwmmmoPmQ-6N7cSe55wq0ohuX0VglorR,visa,2024-06-09 17:50:36,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,FF35XLXSDNBZWST5,5SfsP0JPDOfXbeLS1nOBG0-4DjHpm3b1uNODkwmmmoPmQ-4NDwNEEY0VW2tephrCcpXB,amex,2024-06-09 17:50:36,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,GL945F5KXJD94WT5,5SfsP0JPDOfXbeLS1nOBG0-4DjHpm3b1uNODkwmmmoPmQ-7aATW9nZPwfodTlJKD6JqJ,visa,2024-06-09 17:50:36,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,visastandarddebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,HP7PM47NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-5rmygpTNodGp0ubp9p2Jte,visa,2024-06-09 17:50:36,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,visa,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-5rmygpTNodGp0ubp9p2Jte-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,HZ9NGPB22G2LWPT5,5SfsP0JPDOfXbeLS1nOBG0-4DjHpm3b1uNODkwmmmoPmQ-29NU7ABb2b6pGtNAk6mS6v,amex,2024-06-09 17:50:36,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,amex,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JT8PBT5LPLC52VT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6hZt3K1eYIbt1KMZA6w4hK,mc,2024-06-09 17:50:36,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mccredit,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6hZt3K1eYIbt1KMZA6w4hK-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,NQ32M47NKVBVL3V5,4GpRbHZjyzr5vWtclzQkSw-5Zfa9lVLQt1avTSINJineU-2jdG5C9bzO7ccvYnTAUoy2,mc,2024-06-09 17:50:36,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mccredit,4GpRbHZjyzr5vWtclzQkSw-5Zfa9lVLQt1avTSINJineU-2jdG5C9bzO7ccvYnTAUoy2-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,QRJ7WLXSDNBZWST5,5SfsP0JPDOfXbeLS1nOBG0-4DjHpm3b1uNODkwmmmoPmQ-1t91ndykFmLOkrgqhvzt4M,visa,2024-06-09 17:50:36,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,S2R64F5KXJD94WT5,0zZIm26WULJTwAzfb8ZmYr-6y8kNun5NDJART9I8NSjmh-1Pav19iAKU1xiXnwTLq7a2,visa,2024-06-09 17:50:36,PDT,USD,20.03,Expired,USD,,-20.03,,,,,,,,,,system,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,TCHSMT5LPLC52VT5,5gHEl2jffYnk2yTLGQNEsP-3k2oLEIiMa4O4KRqTGo4mf-7HU1MbZ4XnnO2C1NuJKHWJ,visa,2024-06-09 17:50:36,PDT,USD,20.02,Authorised,USD,-20.02,20.02,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,TCHSMT5LPLC52VT5,5gHEl2jffYnk2yTLGQNEsP-3k2oLEIiMa4O4KRqTGo4mf-7HU1MbZ4XnnO2C1NuJKHWJ,visa,2024-06-09 17:50:36,PDT,USD,20.02,Received,USD,20.02,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,W8MLS2XC6P5SHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6itPE3yG1w9u3QpGSZZh6e,mc,2024-06-09 17:50:36,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mc,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6itPE3yG1w9u3QpGSZZh6e-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,ZGNXPH9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2cI9eZpYTnxUVLY65tkIwX,visa,2024-06-09 17:50:36,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,visa,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2cI9eZpYTnxUVLY65tkIwX-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,CZFFQH9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2Z1fpq3Vflofmm1uMg1fUM,mc,2024-06-09 17:50:37,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mccorporatecredit,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2Z1fpq3Vflofmm1uMg1fUM-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,XBBJDT5LPLC52VT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-31eoKrmN7VUKz1lwsrGSzd,mc,2024-06-09 17:50:37,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mccorporatecredit,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-31eoKrmN7VUKz1lwsrGSzd-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JF3DDQNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0x9RkzJXnwCUy1FWosbsI6,visa,2024-06-09 17:50:38,PDT,USD,21.00,Received,USD,21.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JF3DDQNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0x9RkzJXnwCUy1FWosbsI6,visa,2024-06-09 17:50:38,PDT,USD,21.00,Authorised,USD,-21.00,21.00,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,PC79Z47NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-4SMNdYREnF2lgCIEIZCXhw,visa,2024-06-09 17:50:43,PDT,USD,21.00,Received,USD,-21.00,,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JTVTPT5LPLC52VT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-1qxsinRdKwnRbEC9S8sRn3,visa,2024-06-09 17:50:45,PDT,USD,21.00,Authorised,USD,-21.00,21.00,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JTVTPT5LPLC52VT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-1qxsinRdKwnRbEC9S8sRn3,visa,2024-06-09 17:50:45,PDT,USD,21.00,Received,USD,21.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,LD79DH6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6H8AXXjDZQeWODIxiCclfN,visa,2024-06-09 17:50:47,PDT,USD,21.00,Received,USD,-21.00,,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,KFQMGR4J2WVV9ST5,5SfsP0JPDOfXbeLS1nOBG0-4DjHpm3b1uNODkwmmmoPmQ-3d90ePRMHbjYzzaSA4Ka80,visa,2024-06-09 17:50:48,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,visastandarddebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,KJ8P2H6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0i74TunxVKsOzg7BS7Elag,mc,2024-06-09 17:50:48,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mccorporatecredit,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0i74TunxVKsOzg7BS7Elag-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,VMB7V2XC6P5SHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-4pq5fxcYRFy2ZhiPXR3toy,mc,2024-06-09 17:50:48,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mccorporatecredit,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-4pq5fxcYRFy2ZhiPXR3toy-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,Z29KHR4J2WVV9ST5,5SfsP0JPDOfXbeLS1nOBG0-4DjHpm3b1uNODkwmmmoPmQ-50kMZNV0Yv6wqK4MBqw0jd,visa,2024-06-09 17:50:48,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,BKXPDH6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6BPO9TOlskp5OP85uMcXXW,visa,2024-06-09 17:50:49,PDT,USD,21.00,Authorised,USD,-21.00,21.00,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,BKXPDH6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6BPO9TOlskp5OP85uMcXXW,visa,2024-06-09 17:50:49,PDT,USD,21.00,Received,USD,21.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,QGPFV2XC6P5SHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-3eKEDisBUTfQGgMQ3D4a7V,mc,2024-06-09 17:50:49,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mccorporatecredit,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-3eKEDisBUTfQGgMQ3D4a7V-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JRF5HTVZ2DR7NVT5,5SfsP0JPDOfXbeLS1nOBG0-4DjHpm3b1uNODkwmmmoPmQ-4WNXaC0h7mGZkXPVn47s3U,visa,2024-06-09 17:50:50,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,V5CXDH6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2UbO4iamzB4p3tWngdt4tq,visa,2024-06-09 17:50:50,PDT,USD,21.00,Received,USD,-21.00,,,,,,,,,,,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,V9ZBHQNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6AgPTu0VasioN2P8s6UYZd,visa,2024-06-09 17:50:50,PDT,USD,21.00,Received,USD,21.00,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,V9ZBHQNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-6AgPTu0VasioN2P8s6UYZd,visa,2024-06-09 17:50:50,PDT,USD,21.00,Authorised,USD,-21.00,21.00,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,N784357NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-762X9IXV9nMad790v8iq3V,visa,2024-06-09 17:50:51,PDT,USD,11.00,Received,USD,-11.00,,,,,,,,,,,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,PSP6FH6MM8THSXT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-0mXTURjEyez5UuIXTEJwnC,visa,2024-06-09 17:50:51,PDT,USD,22.00,Received,USD,-22.00,,,,,,,,,,,ws@Company.AffiniPayLLC,visacredit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,SF52SH9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-3I8jZn6BFGVqeZdtNU7s4F,mc,2024-06-09 17:50:52,PDT,USD,20.02,SentForSettle,USD,,-20.02,20.02,USD,19.85,,0.12,0.02,0.03,,,ws@Company.AffiniPayLLC,mccorporatecredit,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-3I8jZn6BFGVqeZdtNU7s4F-capture,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JGZJ357NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-5VGtHPeHhnPQUNlyv2xmqL,visa,2024-06-09 17:50:53,PDT,USD,20.01,Authorised,USD,-20.01,20.01,,,,,,,,,,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JGZJ357NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-5VGtHPeHhnPQUNlyv2xmqL,visa,2024-06-09 17:50:53,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,NB6W83XC6P5SHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-5nR9w03CzaESgg5SZpCCrG,visa,2024-06-09 17:50:54,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,NB6W83XC6P5SHBV5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-5nR9w03CzaESgg5SZpCCrG,visa,2024-06-09 17:50:54,PDT,USD,20.01,Authorised,USD,-20.01,20.01,,,,,,,,,,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,LPQZ357NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-45bGpuPMaaXYJa305lVqBN,visa,2024-06-09 17:50:55,PDT,USD,20.01,Authorised,USD,-20.01,20.01,,,,,,,,,,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,LPQZ357NKVBVL3V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-45bGpuPMaaXYJa305lVqBN,visa,2024-06-09 17:50:55,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,CRXP6J9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-7abEvItOfb9Oc2AtmwbMsB,visa,2024-06-09 17:50:56,PDT,USD,20.01,Authorised,USD,-20.01,20.01,,,,,,,,,,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,CRXP6J9JTSC2P4V5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-7abEvItOfb9Oc2AtmwbMsB,visa,2024-06-09 17:50:56,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JLMWJQNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2hgV6ahOeeFFicSzN5b34n,visa,2024-06-09 17:50:57,PDT,USD,20.01,Received,USD,20.01,,,,,,,,,USD,0.10,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,JLMWJQNHV8526TT5,1001803PzFnJVwvA93xKiJ-5OaqG6Pmo4opWGaNQauozd-2hgV6ahOeeFFicSzN5b34n,visa,2024-06-09 17:50:57,PDT,USD,20.01,Authorised,USD,-20.01,20.01,,,,,,,,,,ws@Company.AffiniPayLLC,visadebit,,,,,,,,,
AffiniPayLLC,AffiniPayLLCMP1,DJ2VKTVZ2DR7NVT5,6tb6BzDQmgztO6PjMXCAN2-4FpZE2gA7VbHWbhbeX3diG-6hy5RJaJod8OGPRSsSonUv,visa,2024-06-09 17:51:00,PDT,USD,20.02,Expired,USD,,-20.02,,,,,,,,,,system,visacredit,,,,,,,,,
